AEBODSYS,AETERM,col1,param,value,col2,AETERM_ORD,AEBODSYS_ORD
PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,7,30
PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,1,n_aes,7,30
PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,30
PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,30
PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,2,n_aes,7,30
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,2,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0.02898550724637681,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,2,n_aes,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,0,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,0,n_aes,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,31
PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,1,n_aes,7,31
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,0,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,0,n_aes,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,0,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,0,n_aes,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,32
SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,2,n_aes,7,32
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,0,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,0,n_aes,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,0,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,0,n_aes,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,33
SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,1,n_aes,7,33
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,0,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,0,n_aes,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,0,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,0,n_aes,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,34
SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,1,n_aes,7,34
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,0,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,0,n_aes,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,0,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_pct,0,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,n,0,n_aes,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_n,1,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,7,35
ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline Low Dose,n,1,n_aes,7,35
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Placebo,distinct_n,1,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Placebo,n,1,n_aes,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline High Dose,n,0,n_aes,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,8,1
HEPATOBILIARY DISORDERS,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,n,0,n_aes,8,1
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Placebo,distinct_n,1,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Placebo,n,1,n_aes,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline High Dose,n,0,n_aes,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,8,2
HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,Xanomeline Low Dose,n,0,n_aes,8,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Placebo,distinct_n,0,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Placebo,distinct_pct,0,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Placebo,n,0,n_aes,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,n,1,n_aes,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,9,2
IMMUNE SYSTEM DISORDERS,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,n,2,n_aes,9,2
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Placebo,distinct_n,0,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Placebo,distinct_pct,0,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Placebo,n,0,n_aes,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,n,0,n_aes,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,9,1
HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,n,2,n_aes,9,1
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Placebo,distinct_n,0,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Placebo,distinct_pct,0,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Placebo,n,0,n_aes,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline High Dose,n,1,n_aes,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,9,3
SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,Xanomeline Low Dose,n,0,n_aes,9,3
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,16,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.2318840579710145,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Placebo,n,35,n_aes,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,13,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.18571428571428572,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,20,n_aes,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,10,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.11627906976744186,n_pct,10,8
INFECTIONS AND INFESTATIONS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,18,n_aes,10,8
BRONCHITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Placebo,n,1,n_aes,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,1
BRONCHITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,1
CELLULITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,10,2
CELLULITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,1,n_aes,10,2
CERVICITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Placebo,n,2,n_aes,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,3
CERVICITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,3
CYSTITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Placebo,n,1,n_aes,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,1,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,1,n_aes,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,4
CYSTITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,4
EAR INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,2,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.02898550724637681,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Placebo,n,4,n_aes,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,5
EAR INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,5
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Placebo,n,1,n_aes,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,6
GASTROENTERITIS VIRAL,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,6
HORDEOLUM,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,1,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,1,n_aes,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,7
HORDEOLUM,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,7
INFLUENZA,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Placebo,n,2,n_aes,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,1,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,1,n_aes,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,10,9
INFLUENZA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,1,n_aes,10,9
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,1,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.0144927536231884,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Placebo,n,2,n_aes,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,10,10
LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,1,n_aes,10,10
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,1,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,2,n_aes,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,11
LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,11
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,2,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.02898550724637681,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Placebo,n,4,n_aes,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,6,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.08571428571428572,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,8,n_aes,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,4,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.04651162790697674,n_pct,10,12
NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,9,n_aes,10,12
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,10,13
ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,1,n_aes,10,13
PNEUMONIA,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,0,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,0,n_aes,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,1,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,10,14
PNEUMONIA,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,2,n_aes,10,14
RHINITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,0,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Placebo,n,0,n_aes,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,1,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,n,1,n_aes,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_n,0,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,distinct_pct,0,n_pct,10,15
RHINITIS,INFECTIONS AND INFESTATIONS,Xanomeline Low Dose,n,0,n_aes,10,15
UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_n,6,n_pct,10,16
UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,distinct_pct,0.08695652173913043,n_pct,10,16
UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Placebo,n,12,n_aes,10,16
UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,Xanomeline High Dose,distinct_n,3,n_pct,10,16
